标题,介绍,点击量,网址链接,PageUrl
峰源机械FY-3A手持式三头混凝土凿毛机,FY-3A手持式三头凿毛机主要适用于高速公路、铁路桥面及箱梁混凝土面层剔凿，建筑物墙体、地面，及市政工程混凝土面层剔除修补翻新加固等领域，在使用过程中不仅提高了工作效率和质量并且使……, 295,http://zj.lmjx.net/detail_PARAM_MTk5NTM=.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
宏大HD1000型铣刨机,铣刨宽度  mm1100铣刨深度  mm0～150铣刨转子刀具数量  把96铣刨转子直径（含刀具） mm750铣刨转子驱动方式全液压机架升降方式4立柱全液压升降发动机制造商二汽CU……, 6227,http://zj.lmjx.net/detail_IMAGE_MTA4ODQ=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
思拓瑞克STSM-300铣刨机,应用范围：小型铣刨机是一款轻型地面施工机械，它是为弥补大型路面铣刨机之不足而产生的，主要适用于水泥、沥青表面小平面地坪拉毛、找平、清除表面覆盖物等，是一种高效率、低损坏的优秀机械……, 45,http://zj.lmjx.net/detail_VIDEO_MTA4ODQ=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
北京加隆CLX1000型铣刨机,项目单位参数项目单位参数铣刨宽度mm1000爬坡能力%&gt;=12铣刨深度mm0-150最小转度半径m&gt;=11刀头数量件87离地间隙mm135发动机额定功率kw132工作重……, 4626,http://zj.lmjx.net/detail_OTIw2---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
恒升LX1000-A铣刨机,LX1000沥青路面冷铣刨机是集除尘、转子快速更换、电开关自动找平、分动变速箱、遥控操作等多项技术为一体的沥青路面养护设备，其主要零部件（发动机、液压泵、马达、驱动桥、控制手柄及液……, 3759,http://zj.lmjx.net/detail_PARAM_OTIw2---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
峰源机械FY400高强度混凝土路面铣刨机,FY400高强度混凝土路面铣刨机，分别采用电动、柴油机动力，采用进口轴承（轴承决定寿命）+硬质钨钢合金铣刀。自动散热系统，可使机器长时间持续作业，工作时间不间断……, 322,http://zj.lmjx.net/detail_PRAISE_NDU57---.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
维特根W 50 H 冷铣刨机,"机器亮点1, LEVEL PRO 高精度自动找平系统2, 优异的操作视线设计3, 操作简单轻松4, 最佳的机动性5, 强大的牵引力和完美的地形适应能力6, 新型铣刨转子总成，确保最……", 1063,http://zj.lmjx.net/detail_MjUxMTE=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM200K路面铣刨机,·高强度皮带驱动铣刨转子，使用可靠，工作效率高。·四履带行走驱动系统，牵引能力强;四种转向模式，机动灵活。·全自动功率调节系统，可实现铣刨功率和驱动功率之间的自动分配……, 1729,http://zj.lmjx.net/detail_PARAM_MjUxMTE=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
峰源机械FY-300混凝土路面铣刨机,FY-300铣刨机可选电动、本田（进口）汽油机两种动力，机型适中，可广泛适用于路面、桥梁、大面积混凝土地面的铣刨。动力大，操作灵活，用途广泛……, 265,http://zj.lmjx.net/detail_IMAGE_MjUxMTE=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM200E路面铣刨机,XM系列路面铣包机是沥青混凝土路面养护施工的主要设备之-，主要用于公路、城镇道路、机场、货场等沥青混凝土面层的开挖翻新，也可以用于清除路面拥包、油浪、网纹、车辙等缺陷，还可用来开挖……, 5955,http://zj.lmjx.net/detail_VIDEO_MjUxMTE=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
天骏机械255型电动铣刨机,参数名称参数数据净重(kg)175单次铣刨深度（mm）4-7工作效率（㎡/h）130深度控制可调节铣刨宽度(mm)255最大输出功率（kW）18……, 328,http://zj.lmjx.net/detail_IMAGE_MTk5NTM=.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
威平WRS190铣刨机,【适用范围】  ◆对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛 ◆去除地面涂层、油漆、各种道路标线 ◆地面受损、积污需要翻新时，去除旧地坪表面 【产品特点】◆具有4根刀轴的长……, 1829,http://zj.lmjx.net/detail_PRAISE_MTA4ODQ=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
峰源机械FY300路面铣刨机,对高速铁路的梁面找平施工、桥梁防水层的基面清理。对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛。去除地面涂层、油漆、各种道路标线。地面受损、积污需要翻新时，去除旧地坪表面……, 312,http://zj.lmjx.net/detail_MTk5NTE=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
维特根W 100 H 铣刨机,"机器亮点1, 极具竞争力的价格、无人匹敌的维特根品质2, 简单的操纵理念3, LEVEL PRO: 成熟的高精度找平系统4, 机动性更高、转弯半径更小5, 根据需要选择不同的铣刨宽……", 5484,http://zj.lmjx.net/detail_IMAGE_OTIw2---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
三一重工SCM200-3铣刨机,高效率采用机械式皮带传动，施工效率是采用液压传动的1.3倍以上，是链条传动的2倍左右；四轮全液压驱动技术，理论爬坡能力达75%，最大牵引力达9吨；具有液压差速锁，有效抑制滑转……, 17578,http://zj.lmjx.net/detail_VIDEO_OTIw2---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
阿特拉斯·科普柯Dynapac PL2000S铣刨机,Dynapac PL2000S 是一款功能强大的液压驱动的紧凑的大型冷铣刨机，配有四履带转向装置、前卸料系统和机械式皮带驱动铣刨鼓……, 427,http://zj.lmjx.net/detail_PARAM_MTk5NTE=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
峰源机械FY-280E电动铣刨机,对高速铁路的桥梁防水层的基面清理、高铁梁面找平施工；对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛；去除地面涂层、油漆、各种道路标线；地面受损、积污需要翻新时，去除旧地坪表面；……, 321,http://zj.lmjx.net/detail_PRAISE_MjUxMTE=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
筑邦ZP300H铣刨机,液压行走铣刨机 ZP300H与手推式小型铣刨机不同，这是一款大功率的，能解决铣刨深度问题的小型铣刨机……, 488,http://zj.lmjx.net/detail_VIDEO_MTk5NTM=.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
山河智能SWM100铣刨机,主要参数整机尺寸4105 x 2190 x 3243 (mm)整机重量12.5T最大卸料高度-铣刨宽度1000mm最大铣刨深度120mm铣刨刀头数84把输送带宽度-发动机功率125……, 1866,http://zj.lmjx.net/detail_PRAISE_MTk5NTM=.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
阿特拉斯·科普柯Dynapac PL 350铣刨机,Dynapac PL350 是一款三轮式小型铣刨机，特别适用于局部铣刨沥青和混凝土路面及建筑物内部地面。其出色的操作性可在井盖和路缘周围实现精确铣刨……, 439,http://zj.lmjx.net/detail_NDA17---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
宝马格BM 1200/30铣刨机,工作重量: 19500 kg铣刨宽度: 1200 mm铣刨深度: 0-320 mm发动机功率: 205 kW……, 1595,http://zj.lmjx.net/detail_PARAM_NDA17---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
北方交通KFX1000DB铣刨机,1.本机行走部分为4×2液压独立驱动形式，是我公司专利技术；2.采用液压驱动减速机，整机运行稳定；3.动力匹配得当，与机械桥式铣刨机相比效率更高，且使用成本较低；4.行走系统配有液……, 3313,http://zj.lmjx.net/detail_IMAGE_NDA17---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
北方交通KFX2000铣刨机,为四轮驱动方式，发动机功率强劲，牵引力大；2、行走系统配有液压差速锁，保证直行不打滑，适应各种艰难路况；3、有可靠的行车制动和驻车制动功能，保证坡上行驶、驻车安全；4、具有强劲的驱……, 5634,http://zj.lmjx.net/detail_VIDEO_NDA17---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
华通动力LXH1300D(电控)型沥青路面铣刨机,LXH1300D（电控）型沥青路面铣刨机主要性能特点： 强劲可靠的动力 上海柴油机股份有限公司生产的水冷增压发动机，功率大，启动性能好，性能稳定可靠，为工况恶劣的铣刨作业提供了充足……, 2271,http://zj.lmjx.net/detail_PRAISE_OTIw2---.html,http://zj.lmjx.net/zj_class_15_37_0_5.html
宝马格BM 2000/60铣刨机,"宝马格全新2米铣刨机,灵活高效,动力强劲.满足高速公路,市政道路养护工作要求……", 3414,http://zj.lmjx.net/detail_IMAGE_MTk5NTE=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
维特根W 130 H 铣刨机,"机器亮点1, 极具竞争力的价格、无人匹敌的维特根品质2, 简单的操纵理念3, LEVEL PRO: 成熟的高精度找平系统4, 机动性更高、转弯半径更小5, 根据需要选择不同的铣刨宽……", 2626,http://zj.lmjx.net/detail_PARAM_NTAz4---.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
徐工XM101Ⅱ路面铣刨机,"1.该机铣刨宽度为1020mm,一遍最大铣刨深度120mm,刀具间距15mm2.铣削转子通过三条具有张紧装置的链条驱动3.具有行走和铣刨两档速度4.驱动桥行走机构通过液压变量泵无级……", 486,http://zj.lmjx.net/detail_MjY1NDM=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM200-Ⅱ路面铣刨机,整体结构。XM200路面铣刨机主要由机械驱动的铣削转子和两组皮带输送机组合而成。2、底盘。抗扭力强的底盘，全部由高强度型材、钢板制成，可在各种负载和地形条件下抵御变形……, 545,http://zj.lmjx.net/detail_PARAM_MjY1NDM=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM100Ⅱ路面铣刨机,"1.该机铣刨宽度为1020mm,一遍最大铣刨深度120mm,刀具间距15mm。2.铣削转子通过三条具有张紧装置的链条驱动。3.具有行走和铣刨两档速度……", 463,http://zj.lmjx.net/detail_IMAGE_MjY1NDM=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
维特根W 1900 冷铣刨机,"机器亮点1, 经济效率的保证－多用途W 19002, 巨大的产量, 是其当然标志3, 易于操纵, 产量高4, LEVEL-PRO自动找平系统, 满足所有需要5, 通用铣刨转子总成,……", 6353,http://zj.lmjx.net/detail_VIDEO_MTk5NTE=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
华通动力HM500铣刨机,HM500型路面铣刨机是一种小型的道路机械化养护设备……, 703,http://zj.lmjx.net/detail_PRAISE_MTk5NTE=.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
北方交通KFX1200铣刨机,本机行走部分为4×2液压独立驱动形式，是我公司专利技术；2、动力匹配得当，与机械桥式铣刨机相比，效率更高且使用成本较低；3、在铣刨中路面产生错台时，仍能保证正常铣刨，而机械桥式铣刨……, 4370,http://zj.lmjx.net/detail_PRAISE_NDA17---.html,http://zj.lmjx.net/zj_class_15_37_0_6.html
三一重工SCM600-3A铣刨机,可靠输料皮带加宽至850mm，输料能力提高25%，避免输料不及时导致皮带磨损；动力系统采用双向隔振技术，振动水平降低50%，元件可靠性和操作舒适性大大提升；采用世界一流的传动皮带，……, 84,http://zj.lmjx.net/detail_IMAGE_NTAz4---.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
华通动力LXH1000D(电控)型沥青路面铣刨机,LXH1000D（电控）型沥青路面铣刨机主要性能特点： 强劲可靠的动力 上海柴油机股份有限公司生产的水冷增压发动机，功率大，启动性能好，性能稳定可靠，为工况恶劣的铣刨作业提供了充足……, 2950,http://zj.lmjx.net/detail_VIDEO_NTAz4---.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
徐工XM50K路面铣刨机,"XM50K路面冷铣刨机采用三轮全驱，液压机械驱动铣刨鼓，可选配废料回收装置,具有操作简单、机动灵活、驱动能力强、施工效率高、多功能、价廉物美等显著特点……", 1632,http://zj.lmjx.net/detail_PRAISE_NTAz4---.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
卡特彼勒PM200 - 2.0 M冷铣刨机,采用 ACERT? 技术的 C18 发动机最佳功率C18 发动机在 1900 rpm 时运行的全额总功率（SAE J1995）为 429 kW（575 hp）……, 651,http://zj.lmjx.net/detail_MTUzMTc=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
宏大HD2000型铣刨机, HD2000型路面铣刨机是西安宏大交通科技有限公司最新推出的一款经济型高智能化路面铣刨机；凝聚了近十年来“宏大人”在路面铣刨机研究领域积累的最新研究成果和丰富工程经验；集中展现了……, 5954,http://zj.lmjx.net/detail_PARAM_MTUzMTc=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
思拓瑞克STSM-250E铣刨机,产品简介：混凝土铣刨机：去除混凝土、沥青道路、环氧树脂、耐磨地面的高出部位或对地面进行深度铣刨，轻度拉毛 ，去除地面涂层、油漆、各种道路标线 地面受损、积污需要翻新时，去除旧地坪表……, 64,http://zj.lmjx.net/detail_IMAGE_MTUzMTc=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
信德XD-300型小型铣刨机,概述：用于桥面铺设沥青或者旧的混凝土地面上重新摊铺混凝土之前，清除水泥浮浆或者铣平拉毛，也可用于清除建筑施工中遗留的坚硬灰渣……, 45,http://zj.lmjx.net/detail_VIDEO_MjY1NDM=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
信德XD-250电机铣刨机,产品特点：该机适用于桥面铺设沥青或混凝土地面上，重新排铺混凝土前，清除水泥浮浆或者铣平拉毛，也可用于清除公路的标志线，建筑施工遗留的灰渣……, 38,http://zj.lmjx.net/detail_PRAISE_MjY1NDM=.html,http://zj.lmjx.net/zj_class_15_37_0_9.html
徐工XM101路面铣刨机,XM系列路面铣包机是沥青混凝土路面养护施工的主要设备之-，主要用于公路、城镇道路、机场、货场等沥青混凝土面层的开挖翻新，也可以用于清除路面拥包、油浪、网纹、车辙等缺陷，还可用来开挖……, 6284,http://zj.lmjx.net/detail_NDA15---.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
卡特彼勒PM102履带式铣刨机,采用 ACERT 技术的 Cat C7 发动机Cat 柴油发动机该发动机通过将行业领先的电子功能、性能和可靠性与最佳的燃油经济性相结合，从而创造卓越价值……, 661,http://zj.lmjx.net/detail_PARAM_NDA15---.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
峰源机械FYZ-300重型铣刨机,FYZ-300重型铣刨机广泛应用于各种高强度混凝土沥青等超高部分的去除而量身打造，该机器动力足自动行走，铣刨深度和宽度适中，机身稳，铣面均匀……, 402,http://zj.lmjx.net/detail_IMAGE_NDA15---.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
阿特拉斯·科普柯Dynapac PL2100S铣刨机,Dynapac PL2100S 是一款功能强大的液压驱动的紧凑的大型冷铣刨机，配有四履带转向装置、前卸料系统和机械式皮带驱动铣刨鼓……, 490,http://zj.lmjx.net/detail_VIDEO_NDA15---.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
维特根W 2000 冷铣刨机,"机器亮点1, 始终位于高端－高性能的W 2000冷铣刨机2, 具有高性能储备的紧凑型 2 m 档铣刨机3, 控制铣刨过程，不费吹灰之力4, LEVEL-PRO自动找平系统, 确保了……", 33181,http://zj.lmjx.net/detail_PRAISE_NDA15---.html,http://zj.lmjx.net/zj_class_15_37_0_8.html
威平WRS200铣刨机,【适用范围】◆ 对高速铁路的桥梁防水层的基面清理、找平施工◆ 对混凝土、沥青道路、环氧树脂、耐磨地面进行轻度拉毛◆ 去除地面涂层、油漆、各种道路标线◆ 地面受损、积污需要翻新时，去……, 1697,http://zj.lmjx.net/detail_VIDEO_MTUzMTc=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
峰源机械手持式凿毛机,桥面表面防水处理凿毛。2、高速铁路箱梁（预制梁）的梁面防水处理凿毛。3、桥侧、桥端面、梁侧、梁端面的混凝土凿毛。4、去除地面涂层、油漆、各种交通标线……, 334,http://zj.lmjx.net/detail_PRAISE_MTUzMTc=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
阿特拉斯·科普柯Dynapac PL 500铣刨机,Dynapac PL500 是一款功能强大、操控灵活的小型铣刨机，配有机械驱动铣刨鼓……, 444,http://zj.lmjx.net/detail_Mjg0Mzk=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
宝马格BM 1000/30铣刨机,"铣刨宽度: 1 m铣刨深度:0-320 mm重量: 19,200 kg发动机功率: 205 kW……", 2094,http://zj.lmjx.net/detail_PARAM_Mjg0Mzk=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
维特根W 100 F 冷铣刨机,大面积路面维修或全深度沥青路面铣刨的、 强劲铣刨机。 铣刨材料通过两级前输料皮带输送。 液压摆动式右后轮为标准配置。 该机可以装备成轮式或履带式……, 3817,http://zj.lmjx.net/detail_IMAGE_Mjg0Mzk=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
三一重工SCM600-3B铣刨机,可靠输料皮带加宽至850mm，输料能力提高25%，避免输料不及时导致皮带磨损；动力系统采用双向隔振技术，振动水平降低50%，元件可靠性和操作舒适性大大提升；采用世界一流的传动皮带，……, 114,http://zj.lmjx.net/detail_VIDEO_Mjg0Mzk=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
华通动力HM1000铣刨机,华通动力重工HM1000在借鉴国内外先进设计理念和技术的基础上自主研发的路面铣刨机产品，产品重点在提高产品的工作效率、提高产品的可靠性、安全性以及智能化等方面进行了全新设计，整机采……, 808,http://zj.lmjx.net/detail_PRAISE_Mjg0Mzk=.html,http://zj.lmjx.net/zj_class_15_37_0_7.html
