标题,介绍,点击量,网址链接,PageUrl
柳工CPC25内燃平衡重式叉车,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
美科斯FD40T/FD45T/MINI FD50T型4-小5吨内燃叉车,1. 进口国产多款发动机可选，动力强劲、经济性好;2. 简洁整齐的管路设计，软、硬管合理布局，减小了管路的压力;3. 整车采用先进的人机工程技术的设计，发动机全浮式减震装置，转向桥……, 530,http://zj.lmjx.net/detail_MTY1MjM=.html,http://zj.lmjx.net/zj_class_22_110_0_6.html
华南重工HNF150S石材专用叉车,1. 采用动力强劲的柴油发动机，工作可靠，经济性好。2. 液力传动，行星式轮边减速器、无级变速，操作简单。3. 全液压转向系统，实现转向轻便，纯滚动转向，轮胎磨损小……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车FD180平衡重式内燃叉车(15-20吨),……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
现代CPC15E柴油叉车,优质分离式组合仪表采用高度集成电子仪表，工作性能可靠，操纵者在操作时可以清晰方便的观察电子仪表的各项数据。同时仪表带有各种警示指示灯，使工作更加安全可靠……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
华南重工HNF120C集装箱重箱叉车,项 目单位设计参数全长无货叉mm4450有货叉5800全宽车轮宽mm2200车架宽2175高度不起升门架高度mm3300护顶架高度2570作业时最大高度（带挡货架）座椅面至护顶架距……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车FD200平衡重式内燃叉车(15-20吨),……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
现代HC/HD35G柴油叉车,强劲的发动机系统选用久经市场考验，质量备受用户认可的HMC D4BB系列发动机。强劲的功率储备，无论多么恶劣的工况都从容应对……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
华南重工HNF120G内燃叉车,项目单位设计参数全长无货叉mm4450有货叉5800全宽车轮宽mm2200车架宽2175高度不起升门架高度mm3300护顶架高度2570作业时最大高度（带挡货架）座椅面至护顶架距离……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车CPCD135平衡重式内燃叉车(10-15吨),……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
现代HC/HD35E(07)柴油叉车,强劲的发动机系统发动机系统采用韩国现代本部所用发动机……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
华南重工HNF120M矿山专用叉车,项 目单位设计参数全长无货叉mm4450有货叉5800全宽车轮宽mm2200车架宽2175高度不起升门架高度mm3300护顶架高度2570作业时最大高度（带挡货架）座椅面至护顶架距……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车CPCD140平衡重式内燃叉车(10-15吨),……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
现代CPC(D)35G柴油叉车,强劲的发动机系统用直喷技术，具有优良的起动性能；2、具有油耗低、噪音低、动力性能好，且整机运行可靠；3、整机采用分部件油漆，外形美观大方；4、优质的售后服务和充足的配件供应，彻底为……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
华南重工HNF120S石材专用叉车,项 目单位设计参数全长无货叉mm4450有货叉5800全宽车轮宽mm2200车架宽2175高度不起升门架高度mm3300护顶架高度2570作业时最大高度（带挡货架）座椅面至护顶架距……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车CPCD40平衡重式内燃叉车,……, 264,http://zj.lmjx.net/detail_MjQ3Mjg=.html,http://zj.lmjx.net/zj_class_22_110_0_27.html
大连叉车FD150平衡重式内燃叉车(15-20吨),……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
大连叉车CPCD150平衡重式内燃叉车(10-15吨),……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
大连叉车CPCD30平衡重式内燃叉车(3吨),……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
厦工XG530-D5（机械）内燃平衡重式叉车,一、真正的换代产品 全新的外观设计理念E系列2-3.8吨平衡重式内燃叉车是厦工真正意义上的全新换代产品，整车外观充分体现了现代工业产品实用与时尚并存的设计理念，如配重的“V”脸造型……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
厦工XG550-DT5C内燃平衡重式叉车,强化可靠1）散热系统采用大容量铝制散热器、大散热通道、优化导流罩，比同类车型散热性能提高20%，更适合连续工作……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
厦工XG5100-DT5内燃平衡重式叉车,●标准配备洛施LR6M3发动机，具有功率足、扭矩大、工作可靠、耗油低等显著特点●转向采用横置油缸式转向桥，全液压转向、具有转向灵活轻便，可靠性强等特点●双变（变速箱和变矩器）采用引……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工FD20（T）III内燃叉车,1.油门操纵结构优化，灵活轻便，操纵反馈及时，减少操纵疲劳。2.取消原滚轮设计，避免踏板及滚轮磨损，提高耐久性；新踏板强度更高，转动顺畅、灵活，可靠……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工FD25（T）III内燃叉车,1.油门操纵结构优化，灵活轻便，操纵反馈及时，减少操纵疲劳。2.取消原滚轮设计，避免踏板及滚轮磨损，提高耐久性；新踏板强度更高，转动顺畅、灵活，可靠……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工FD35（T）III内燃叉车,1.油门操纵结构优化，灵活轻便，操纵反馈及时，减少操纵疲劳。2.取消原滚轮设计，避免踏板及滚轮磨损，提高耐久性；新踏板强度更高，转动顺畅、灵活，可靠……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工FD30（T）III内燃叉车,1.油门操纵结构优化，灵活轻便，操纵反馈及时，减少操纵疲劳。2.取消原滚轮设计，避免踏板及滚轮磨损，提高耐久性；新踏板强度更高，转动顺畅、灵活，可靠……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工LG50D（T）III内燃叉车,?整车外形沿用龙工叉车统一的脸谱造型，外观新颖、整车线型简洁流畅、赏心悦目；?采用国际领先人机工程和CAE技术，加大了操作空间，驾驶员更加舒适，有效提高作业效率和安全；?机罩开启角……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
龙工LG85DT内燃叉车,1. 散热散热系统合理优化，冷却性能大幅提升，从而提高变速箱……, 357,http://zj.lmjx.net/detail_MjA0NDQ=.html,http://zj.lmjx.net/zj_class_22_110_0_28.html
宝骊CPCD40内燃叉车,概要型号CPCD40C额定载荷kg4000载荷中心距mm500尺寸起升高度mm3000外形尺寸总长mm2935总宽mm1410门架不起升高度mm2235安全架高度mm2190最小转……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
合力H2000系列20-25吨内燃平衡重式叉车, 性能上通过优化组合，利用现代科学技术使一些装置具有智能化、自动化的功能，使整机具有良好的使用性与先进性……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
斗山D90S-5内燃平衡重式叉车,主要特点- 最高的操纵舒适度和安全性- 坚固耐用的组件- 动力强劲、节能和高性能的柴油和 LPG 发动机，低排放，最低限度的振动- 更好的维护能力和可维修性- 几乎免维护的油冷盘式……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
威盛CPCD200叉车,CPCD200内燃平衡重式叉车，采用大功率柴油机，具有良好的动力性能，液力传动，驱动桥，行星轮边减速器，手、脚制动等ZL40、Zl50轮式装载机通用，具有优良的牵引性能和配套性能，……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
摩纳凯5-7吨内燃平衡重式叉车,特性型号FD50TFD60TFD70T额定载荷kg500060007000载重中心距mm600动力型式柴油操作型式座式传动方式液力性能行驶速度km/h(满载/空载)25/2724/……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
格瑞特CPC30/CPCD30平衡重式内燃叉车,&mdash;&mdash;简洁流畅外形设计。&mdash;&mdash;国产、进口多种动力造型。&mdash;&mdash;引进技术：国内领先的机械、液力传动系统……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
万力6吨内燃叉车, CPCD60 液力叉车是全国最新联合设计的新型叉车，其性能参数达到国际先进水平……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
靖江2-3吨M系列内燃叉车,型号承载能力(kg)载荷中心(mm)动力类型标准提升高度(mm)总长度(不含货叉)(mm)车体宽度(mm)总高度(mm)CPC(D)20M2000500柴油机30002530115……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
中联重科FD70S/80S石材车,经济环保液压系统高效节能，降低整车燃油油耗……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
海麟重工HL20柴油搬运车,额定起重量（kg）2000载荷中心距（mm）500最大起升高度（mm）1500-3000门架倾角前/后（°）6/12最小转弯半径（mm）2200发动机额定功率（kw）18.5外型尺……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
现代CPCD50E/60E(07)柴油叉车,更宽阔的操作视野与前代产品相比，加宽20mm门架轨道间距离，方向盘中未装显示盘，从而拓宽了操作视野。防止门架急下降及防倾斜功能采用具有倾斜自锁功能的多路换向阀，防止停车时门架倾斜……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
山河智能SWFD50X(小五吨)内燃平衡重式叉车,· 更科学的人机工程设计—符合现代工业产品设计现代感和流畅感的独特外观造型—二级悬浮式车体设计使叉车减震性更好—仪表操纵台装饰设计使叉车更加整洁，尽显高贵豪华之气—集成电器中央控制……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
福大FDM 860平衡重式叉车,技术性能参数概要制造福大机械型号FDM860动力形式柴油额定载荷Kg6000载荷中心距mm600尺寸起升高度mm3000自由起升高度mm200货叉尺寸mm1200×150×60门架……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
利得4吨内燃平衡重叉车,Leede平衡重式叉车系列产品秉承世界最先进设计开发理论……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
华南重工HNF200G内燃叉车,1. 采用动力强劲的柴油发动机，工作可靠，经济性好。2. 液力传动，行星式轮边减速器、无级变速，操作简单。3. 采用进口重卡式高放大比制动系统确保重载制动，制动可靠……, 2395,http://zj.lmjx.net/detail_NjI00---.html,http://zj.lmjx.net/zj_class_22_110_0_7.html
上力重工5-7吨内燃平衡重式叉车,型 号CPCD50CPCD60CPCD70特性性能尺寸底盘驱动动力形式额定载荷载荷中心距起升高度货叉尺寸门架倾角 前倾/后倾最小转弯半径最小离地间隙安全架高度前 悬 距最大行驶速度……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
曼尼通1.5T/1.8T内燃平衡重式叉车,型号CD15PCG15PCD18PCG18P动力形式柴油汽油/液化气柴油汽油/液化气额定载荷kg1500150018001800起升高度mm3300330033553300门架倾角……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
山推SF50叉车,产品特点： ● 引进国际先进技术，性能优越，质量可靠。● 采用流线型曲面造型设计，整机美观大方。● 智能化电子监控组合仪表，高可靠性，高准确度……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
杭叉1-3.8吨A系列内燃叉车,……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
海斯特H14.00~H18.00XM-12内燃叉车,驱动轴统一装置湿碟式制动，免维护，降低了叉车维护成本；Cummins发动机，动力清洁强劲，拥有平滑的扭矩曲线和极佳的加速性能，低油耗，尾气排放符合对NRMM的ISO 8178和Ti……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
小松FD20T-17内燃叉车,● 可操作性即便静止转向也能平稳启动轻松提举，无需加速引擎转向器转向轻便● 安全性驾驶感应系统开阔优越的视野● 舒适性双“悬浮”结构加宽地板以及宽敞防滑台阶操作员头部空间加大● 环……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
龙工LG60DT内燃叉车,1. 整车外形沿用龙工叉车统一的脸谱造型，外观新颖、整车线型简洁流畅、赏心悦目；2. 采用国际领先人机工程和CAE技术，加大了操作空间，驾驶员更加舒适，有效提高作业效率和安全；3.……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
安徽合叉4～5吨机械叉车内燃叉车,……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
诺力CPCD50-70内燃叉车,1KG=2.2LB 1INCH=25.4MM概要 型号unitCPCD50CPCD60CPCD60ACPCD70CPCD70A动力类型柴油额定负载 Qkg/lb5000/11000……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
威肯3.5吨机械、液力内燃平衡重式叉车,CPC30F 系列内燃叉车选用国外知名品牌柴油机作为强大动力保证。变速传动系统采用高可靠机械变速或液力变速系统。外型结构采用箱体式车架结构，采用新型宽野门架，液压助力转向轻便灵活……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
依格曼ECPCD50A内燃平衡重叉车,主要性能参数表（5T）SPECIFICATION FOR STANDARD PRODUCT(5T)参 数PARAMETER型号MODELECPCD50A单位UNIT性能参数PERF……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
西林FD25A/FD30A/FD35A电动叉车,"1.2型号FD25AFD30AFD35A1.3驱动方式：电动（蓄电池）,柴油,汽油,燃气柴油柴油柴油1.4驾驶方式（手动,步行,站驾,坐驾 ,拣选）坐驾坐驾坐驾1.5额定载荷Q(k……", 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
三菱FD150-FD240内燃平衡重式叉车,技术参数：型号 负载能力 负载中心距离 外观尺寸 转弯半径 护顶架高度 FD150 15000900总长：7240总宽：310050803450FD18018000900总长：73……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
东方红CPCD808吨内燃平衡重式叉车, 流畅的大圆弧流线曲面造型，整机外观豪华大方。设计低位大开放式踏板，方便司机上下车……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
江淮重工CPCD50H内燃叉车,型号CPCD50H规格液力传动动力形式柴油额定载荷kg5000载荷中心距mm600标准起升高度mm3000车体长度(无货叉）mm4660/4748（新）车体宽度mm1995/200……, 1783,http://zj.lmjx.net/detail_NTE40---.html,http://zj.lmjx.net/zj_class_22_110_0_8.html
台励福FD/FG15~35内燃叉车,曾荣获台湾经济部研究创新奖殊荣 ……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
厦工XG5200-DT1内燃平衡重式叉车,●标准配备洛施LR6M3发动机，具有功率足、扭矩大、工作可靠、耗油低等显著特点●转向采用横置油缸式转向桥，全液压转向、具有转向灵活轻便，可靠性强等特点●双变（变速箱和变矩器）采用引……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
"林德H12,H18,H20内燃叉车",- 人机功效，集中操纵杆，独有的双踏板系统给操作者提供了一个无疲劳的工作环境，操作者效率更高。 - 林德静压传动，无需离合器，变速箱，所有部件无机械磨损……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
丰田5FG50-60内燃平衡重式叉车,型号5FG505FG60发动机型号1FZ-E汽油1FZ-E汽油额定负载公斤50006000负载中心毫米600600全宽A毫米19951995转弯半径（外侧）B毫米33503350护……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
大连叉车CPCD10柴油液力传动叉车,叉车型号：CPCD10设备代码: C-BB C-CB CD-AB CD-CBCD-EBCD-FB额定起重量(Kg)：1000 最大起升高度(mm)：3000 载荷中心距(mm)：5……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
柳工CPC30内燃平衡重式叉车,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
美科斯FD50T/FD60T/FD70T型5-7吨柴油内燃叉车,1. 进口国产多款发动机可选，动力强劲、经济性好;2. 简洁整齐的管路设计，软、硬管合理布局，减小了管路的压力;3. 整车采用先进的人机工程技术的设计，发动机全浮式减震装置，转向桥……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
宝骊8-10吨内燃叉车,概要型号CPCD80-CCPCD80-WCPCD100-CCPCD100-W额定载荷kg800010000载荷中心距mm600尺寸起升高度mm3000外形尺寸总长mm3940425……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
合力H2000系列14-18吨内燃平衡重式叉车, 我公司14-18t叉车在设计上，应用了一些新技术，底盘配置国际主流化，主要性能参数达到国际上同类水平……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
斗山D110S-5大容量叉车,主要特点- 强劲高效的斗山柴油机- 全气动制动系统- 一体化的操纵员仪表板- 导控型液压控制阀和控制杆- 低排放发动机- 可选配可倾斜的操纵舱（带或不带驾驶室）- 电控全自动档传动……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
威盛CPCD150叉车,CPCD150内燃平衡重式叉车采用大功率柴油机，具有良好的性能；液力传动，驱动桥，行星轮边减速器，手脚制动等与ZL40， ZL50轮式装载机通用，具有优良的牵引性能和配套性能，石线……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
万力5吨内燃叉车, CPCD50 液力叉车是全国最新联合设计的新型叉车，其性能参数达到国际先进水平……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
靖江2-5吨E系列内燃叉车,"产品特点：■ 采用人机工程学设计 , 外观造型简洁、明快、大方。■大功率动力，低温启动性能卓越，低噪音、震动少，整机性能可靠、环保……", 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
中联重科FD100内燃平衡重式叉车,经济环保液压系统高效节能，降低整车燃油油耗……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
海麟重工HL35柴油搬运车,额定起重量（kg）3500载荷中心距（mm）500最大起升高度（mm）3000门架倾角前/后（°）6/12最小转弯半径（mm）2530发动机额定功率（kw）42发动机型号490外型……, 3129,http://zj.lmjx.net/detail_NjE25---.html,http://zj.lmjx.net/zj_class_22_110_0_9.html
现代CPCD60F/70F(07)柴油叉车,技术领先的现代叉车，给您轻松的操作环境强劲的发动机系统用直喷技术，具有优良的起动性能；2、具有油耗低、噪音低、动力性能好，且整机运行可靠；3、整机采用分部件油漆，外形美观大方；4、……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
山河智能SWFD60内燃平衡重式叉车,· 更科学的人机工程设计—符合现代工业产品设计现代感和流畅感的独特外观造型—二级悬浮式车体设计使叉车减震性更好—仪表操纵台装饰设计使叉车更加整洁，尽显高贵豪华之气—集成电器中央控制……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
福大FDM 878平衡重式叉车,技术性能参数概要制造福大机械型号FDM878动力形式柴油额定载荷Kg7000载荷中心距mm600尺寸起升高度mm3000自由起升高度mm195货叉尺寸mm1400×150×70货叉……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
华南重工HNF250G内燃叉车,1. 采用动力强劲的柴油发动机，工作可靠，经济性好。2. 液力传动，行星式轮边减速器、无级变速，操作简单。3. 采用进口重卡式高放大比制动系统确保重载制动，制动可靠……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
上力重工4-4.5吨内燃平衡重式叉车,型 号CPC40/CPCD40CPC45/CPCD45特性性能尺寸底盘驱动动力形式额定载荷载荷中心距起升高度货叉尺寸门架倾角 前倾/后倾最小转弯半径最小离地间隙安全架高度前 悬 距……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
山推SF100叉车,◆ 整机采用大圆弧流线型造型，从驾驶员座椅上可以看见配重的边缘设计，在倒车确定距离时可保证最佳的可见性；◆ 按人机工程学原理设计的操纵系统，方向机可调整角度，驾驶者视野开阔，舒适性……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
杭叉CPCD75-AG36-SA系列石材行业专用车辆,……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
海斯特H8.00~H16.00XM内燃叉车,海斯特Vista 驾驶室，拥有舒适和人机化的作业环境，并安装在四个防振的橡胶垫上，可降低作业时的振动及噪音（低噪音达到74dB），大大减轻驾驶员的疲劳程度，从而提高作业的生产效率；……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
龙工LG70DT内燃叉车,1. 整车外形沿用龙工叉车统一的脸谱造型，外观新颖、整车线型简洁流畅、赏心悦目；2. 采用国际领先人机工程和CAE技术，加大了操作空间，驾驶员更加舒适，有效提高作业效率和安全；3.……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
安徽合叉4～5吨液力叉车内燃叉车,……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
威肯3吨机械、液力内燃平衡重式叉车,CPC30F 系列内燃叉车选用国外知名品牌柴油机作为强大动力保证。变速传动系统采用高可靠机械变速或液力变速系统。外型结构采用箱体式车架结构，采用新型宽野门架，液压助力转向轻便灵活……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
依格曼ECPCD35A/ECPC35AS内燃平衡重叉车,主要性能参数表（3T）SPECIFICATION FOR STANDARD PRODUCT(3T)参 数PARAMETER型号MODELECPCD35A/ECPC35AS单位UNI……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
三菱Grendia Praid FD150AN内燃平衡重式叉车,技术参数：型号 负载能力 负载中心距离 外观尺寸 转弯半径 护顶架高度 FD150AN 15000600总长：6050总宽：260045452960……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
东方红CPCD707吨内燃平衡重式叉车, 流畅的大圆弧流线曲面造型，整机外观豪华大方。低位大开放式踏板，方便司机上下车……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
江淮重工CPCD70H内燃叉车,型号CPCD70H规格液力传动动力形式柴油额定载荷kg7000载荷中心距mm600标准起升高度mm3000车体长度(无货叉）mm4780/4808（新）车体宽度mm1995/200……, 308,http://zj.lmjx.net/detail_MjQ3Mzg=.html,http://zj.lmjx.net/zj_class_22_110_0_10.html
台励福FD/FG20~ 30内燃叉车,经由台湾台励福的研发团队，崭新设计而成。流线车体架 ，采用汽车模型方式一体成型，架体结构更合理、科学，充分发挥台励福研发团队美学设计……, 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
厦工XG550-DT5A内燃平衡重式叉车,一、延续E系列外观风格 先进的外观设计理念E系列5-7吨平衡重式内燃叉车延续了E系列外观风格，整车外观充分体现了现代工业产品实用与时尚并存的设计理念，如完美比例的颜色搭配、配重的“……, 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
"林德H60,H80内燃叉车",- 人机功效，集中操纵杆，独有的双踏板系统给操作者提供了一个无疲劳的工作环境，操作者效率更高。- 林德静压传动，无需离合器，变速箱，所有部件无机械磨损……, 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
丰田8FDN15-30内燃平衡重式叉车,"型号8FDN158FDN208FDN258FDN30发动机型号1DZ-Ⅱ1DZ-Ⅱ,2Z1DZ-Ⅱ,2Z1DZ-Ⅱ,2Z额定负载公斤1500200025003000负载中心毫米50……", 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
大连叉车CPCD30液力传动叉车,叉车型号：CPCD30 设备代码:CD-DB 额定起重量(Kg)：3000 最大起升高度(mm)：3000 载荷中心距(mm)：500 最大起升速度(满载)(mm/s)：满载：38……, 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
柳工CPC35内燃平衡重式叉车,可靠： 传动系统采用带同步器的机械变速箱：同步器能使啮合的齿轮同步转动，在换档时避免齿轮撞击，尤其在前后换向时，可使换向平稳，爬坡性能更佳……, 2524,http://zj.lmjx.net/detail_NjE24---.html,http://zj.lmjx.net/zj_class_22_110_0_11.html
